food_name,age,time,cuisine_type,cooking_method,dish_type,dietary_preferences,spice_level,occasion,nutrient_content,region_origin,texture,post_id
rajma chawal,adult,lunch,indian,boiled,main course,vegetarian,medium,everyday,high carb,north indian,soft,1azgw6t
air fryer chicken 65,adult,dinner,fusion,stir-fried,main course,non-vegetarian,medium,everyday,high protein,indian,crispy,1az6j24
paneer tikka,senior citizen,lunch,north indian,grilled,appetizer,vegetarian,mild,everyday,high protein,punjabi,soft,1az4yom
butter chicken,adult,dinner,north indian,grilled,main course,non-vegetarian,medium,festive,high protein,punjabi,smooth,1az20e4
shaniwaar meal,senior citizen,dinner,indian,stir-fried,main course,vegetarian,medium,festive,high carb,indian,soft,1ayzzn6
amritsari nutri bread,adult,snacks,indian,baked,appetizer,vegetarian,mild,everyday,high carb,punjabi,soft,1aywuch
paneer tikka,senior citizen,dinner,north indian,grilled,appetizer,vegetarian,medium,festive,high protein,punjabi,soft,1aywbg7
malai kofta,adult,dinner,north indian,steamed,main course,vegetarian,mild,everyday,high protein,punjabi,soft,1ayvteo
paranthas,child,breakfast,north indian,grilled,main course,vegetarian,medium,everyday,high carb,punjabi,soft,1ayuog6
chapathi and beef masala,adult,dinner,north indian,stir-fried,main course,non-vegetarian,medium,festive,high protein,punjabi,soft,1aytfld
amritsari chole,adult,lunch,north indian,stir-fried,main course,vegetarian,medium,everyday,high protein,punjabi,creamy,1ayrnze
poha and curd rice,child,breakfast,indian,steamed,main course,vegetarian,mild,everyday,high carb,indian,soft,1ayri2r
payasam cake,senior citizen,dinner,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,cake,1ayqrkb
paneer popcorn,child,snacks,indo-western,grilled,snack,vegetarian,mild,everyday,high protein,indo-western,crispy,1aypxdb
pav bhaji,adult,dinner,indian,stir-fried,main course,vegetarian,medium,everyday,high carb,maharashtrian,soft,1ayjatv
chicken tikka masala,adult,dinner,indian,grilled,main course,non-vegetarian,medium,everyday,high protein,india,soft,1ay47dg
pudina dhania chutney,adult,lunch,indian,stir-fried,starter,vegetarian,mild,everyday,high protein,indian,smooth,1ay3eak
volcano rice,senior citizen,dinner,indian,stir-fried,main course,vegetarian,spicy,everyday,high protein,indian,crunchy,1ay1uu0
chicken korma,adult,dinner,indian,stir-fried,main course,non-vegetarian,medium,everyday,high protein,indian,smooth,1ay1pa4
veg manchurian,adult,lunch,indo-western,stir-fried,appetizer,vegetarian,mild,everyday,high protein,indian,soft,1ay126f
chicken and pineapple pizza,senior citizen,dinner,fusion,baked,pizza,non-vegetarian,mild,everyday,high carb,indian,chewy,1ay0bn9
gulab jamun,adult,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1ay049p
paneer-butter masala tikka,adult,dinner,indian,stir-fried,main course,vegetarian,medium,everyday,high protein,indian,soft,1axzya6
Little Millet Khichdi,senior citizen,dinner,indian,steamed,main course,vegetarian,medium,everyday,high carb,other,soft,1axyzfj
Egg Curry,senior citizen,dinner,indian,curried,main course,vegetarian,medium,everyday,high carb,indian,smooth,1axxbnk
Vada Pav,senior citizen,snacks,indian,fried,snack,vegetarian,medium,everyday,high carb,maharashtrian,crispy,1axx95p
Fatafat Carrot Cauliflower Achaar,adult,lunch,indian,stir-fried,appetizer,vegetarian,medium,everyday,high fiber,indian,crunchy,1axtvid
Paneer Butter Masala,adult,dinner,indian,stir-fried,main course,vegetarian,medium,everyday,high protein,indian,creamy,1axrzoj
Palak Shrimp,adult,dinner,indian fusion,grilled,appetizer,non-vegetarian,medium,everyday,high protein,indian,soft,1axo6zf
Gobi Manchurian,adult,lunch,indian,stir-fried,appetizer,vegetarian,medium,everyday,high protein,indian,soft,1axhk9m
Baked Samosas,adult,snacks,indian,baked,snack,vegetarian,mild,ramadan,high fiber,indian,crispy,1axh2yc
Amritsari Aloo Wadi,adult,dinner,north indian,steamed,main course,vegetarian,medium,everyday,high carb,punjabi,soft,1axf2si
Chicken Tikka Masala,adult,dinner,north indian,grilled,main course,non-vegetarian,medium,everyday,high protein,punjabi,soft,1axazp2
mac and cheese,adult,dinner,indo-western,grilled,main course,non-vegetarian,mild,everyday,high protein,other,creamy,1ax8xvt
gulab jamun,senior citizen,dinner,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1ax80z3
ramen,senior citizen,dinner,fusion,stir-fried,appetizer,vegetarian,mild,everyday,high protein,other,soft,1ax7rmb
garlic bread,adult,snacks,western,baked,appetizer,non-vegetarian,mild,everyday,high carb,other,soft,1ax6qrj
ram laddo,child,dessert,north indian,steamed,dessert,vegetarian,mild,everyday,high protein,punjabi,soft,1ax6n5g
shabu khichadi,adult,dinner,indian,steamed,main course,vegetarian,mild,everyday,high protein,indian,soft,1ax65m6
grilled cheese sandwich,adult,snacks,fusion,grilled,snack,vegetarian,mild,everyday,high carb,western,crispy,1ax3888
strawberry tart,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,everyday,high fiber,other,smooth,1ax2ljv
palak pakodi,adult,snacks,indian,fried,appetizer,vegetarian,medium,festive,high carb,maharashtrian,crispy,1ax23ej
kadai paneer,adult,lunch,indian,stir-fried,appetizer,vegetarian,medium,everyday,high protein,indian,soft,1ax18j1
gulab jamun,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1awzwbf
idli,adult,morning,indian,steamed,breakfast,vegetarian,mild,everyday,high protein,indian,soft,1awyp9f
gulab jamun,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,everyday,high carb,indian,soft,1awwsag
shatabdi express meals,senior citizen,dinner,indian,steamed,meal,vegetarian,mild,everyday,high protein,indian,soft,1awi3zu
dhania hummus,adult,lunch,fusion,grilled,appetizer,non-vegetarian,medium,everyday,high protein,indian,smooth,1awexvp
egg fried rice,senior citizen,dinner,fusion,stir-fried,main course,non-vegetarian,medium,everyday,high protein,indian,soft,1awd8h0
hot noodles,adult,lunch,fusion,stir-fried,appetizer,vegetarian,mild,everyday,high carb,indian,soft,1awcz3o
stuffed capsicum,senior citizen,dinner,indian,baked,main course,vegetarian,medium,festive,high fiber,indian,soft,1awcxuo
chicken tikka,senior citizen,snacks,indian,grilled,appetizer,non-vegetarian,mild,everyday,high protein,indian,soft,1awcafb
gulab jamun,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,gujarati,soft,1awa52j
chicken 65 samosa,adult,lunch,fusion,fried,appetizer,non-vegetarian,medium,festive,high protein,tamil nadu,crispy,1awa09a
biryani,adult,dinner,indian,steamed,main course,non-vegetarian,medium,festive,high carb,indian,soft,1aw8x3s
steamed rice with lentils,adult,lunch,indian,steamed,main course,vegetarian,mild,everyday,high fiber,indian,soft,1aw5nf6
chana ghugni,senior citizen,snacks,north indian,steamed,appetizer,vegetarian,medium,everyday,high protein,punjabi,soft,1aw51r0
bread parcel,senior citizen,breakfast,indian,baked,appetizer,vegetarian,mild,everyday,high carb,indian,soft,1aw2cmo
grilled chicken tikka,adult,dinner,indian,grilled,main course,non-vegetarian,mild,everyday,high protein,indian,tender,1aw259s
open chicken buns,adult,snacks,indian,grilled,snack,non-vegetarian,medium,ramadan,high carb,indian,soft,1avtfkf
sada dosai and vadacurry warriors,senior citizen,breakfast,south indian,steamed,appetizer,vegetarian,medium,everyday,high fiber,tamil,soft,1avpnua
steamed idli,senior citizen,snacks,indian,steamed,snack,vegetarian,mild,everyday,high fiber,indian,soft,1avorl7
phuchka,adult,snacks,indian,steamed,snack,vegetarian,medium,everyday,high carb,indian,crispy,1avm9aq
grilled chicken tikka,adult,dinner,indian,grilled,main course,non-vegetarian,medium,everyday,high protein,punjabi,soft,1avlqox
matar kachori,adult,snacks,north indian,steamed,snack,vegetarian,medium,everyday,high carb,punjabi,soft,1avlgyl
steamed rice,adult,lunch,indian,steamed,main course,vegetarian,mild,everyday,high protein,indian,soft,1avkzpy
egg curry,senior citizen,dinner,indian,curried,main course,vegetarian,medium,everyday,high protein,indian,soft,1avkvbz
vada pav,adult,snacks,indian,grilled,snack,vegetarian,mild,everyday,high carb,indian,crispy,1avkk4u
beetroot & vegetable cutlets,adult,snacks,indian,steamed,snack,vegetarian,medium,street food,high protein,kolkata,soft,1avkhb0
mung dal,senior citizen,lunch,indian,boiled,main course,vegetarian,medium,everyday,high protein,indian,smooth,1avjyd4
crispy peanut pakodi,adult,snacks,indian,fried,appetizer,vegetarian,mild,everyday,high carb,indian,crispy,1aviy98
aloo tuk,adult,snacks,indian,fried,snack,vegetarian,mild,everyday,high carb,indian,crispy,1avdkur
halwa,senior citizen,dinner,indian,stir-fried,dessert,vegetarian,mild,festive,high carb,indian,soft,1av9p74
chicken tikka masala,adult,dinner,indian,grilled,main course,non-vegetarian,medium,everyday,high protein,punjabi,soft,1av78nh
tomato onion paratha,senior citizen,breakfast,north indian,grilled,main course,vegetarian,mild,everyday,high carb,punjabi,soft,1auoi08
mushroom butter cheese,adult,snacks,fusion,baked,appetizer,vegetarian,mild,everyday,high protein,fusion,soft,1auogm6
pohe,adult,snacks,indian,steamed,snack,vegetarian,mild,everyday,high carb,maharashtrian,soft,1aunohu
chaat,adult,snacks,indian,grilled,appetizer,vegetarian,mild,everyday,high protein,punjabi,crispy,1aukk0b
samosa,senior citizen,lunch,indian,fried,appetizer,vegetarian,medium,festive,high carb,punjabi,crispy,1auk9ne
bhindi pyaaj sabji,adult,dinner,north indian,stir-fried,appetizer,vegetarian,medium,everyday,high protein,punjabi,soft,1aujwcf
cold coffee,adult,snacks,indian,brewed,drink,vegetarian,mild,everyday,high carb,indian,smooth,1auhd9x
jam,senior citizen,breakfast,fusion,stir-fried,dessert,vegetarian,mild,everyday,high carb,fusion,chunky,1augo8l
chicken tikka masala,senior citizen,dinner,indian,grilled,main course,non-vegetarian,medium,everyday,high protein,punjabi,soft,1aue4wv
banaras delights,adult,dinner,north indian,steamed,appetizer,vegetarian,mild,traditional,high fiber,banaras,soft,1audxpt
zero oil poori,senior citizen,snacks,indian,fried,appetizer,vegetarian,mild,traditional,high carb,banaras,crispy,1au2982
butter chicken and peas pulao,adult,dinner,north indian,stir-fried,main course,non-vegetarian,medium,everyday,high protein,punjabi,soft,1au0z61
chole paneer masala,adult,dinner,north indian,stir-fried,main course,vegetarian,medium,festive,high protein,punjabi,creamy,1atxr4x
rajma,child,dinner,north indian,boiled,main course,vegetarian,medium,everyday,high protein,punjabi,soft,1atxlk3
chicken curry,adult,dinner,indian,curried,main course,non-vegetarian,medium,everyday,high protein,punjabi,smooth,1atxi99
khichdi,child,dinner,indian,boiled,main course,vegetarian,medium,everyday,high carb,gujarati,creamy,1atvyzu
chicken tikka masala,adult,dinner,indian,grilled,main course,non-vegetarian,medium,festive,high protein,indian,tender,1attqsg
aloo gobi,senior citizen,lunch,indian,steamed,appetizer,vegetarian,medium,everyday,high protein,punjabi,crispy,1atsviy
chicken jalfrezi,adult,dinner,indian,stir-fried,main course,non-vegetarian,medium,festive,high protein,indian,soft,1ats0g4
chicken pulao,adult,lunch,indian,steamed,main course,non-vegetarian,medium,festive,high protein,indian,soft,1atr142
methi matar malai,senior citizen,dinner,indian,steamed,appetizer,vegetarian,mild,festive,high protein,north indian,soft,1atprfg
gulab jamun,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1atp4xm
parathas,child,breakfast,north indian,grilled,main course,vegetarian,medium,everyday,high carb,punjabi,soft,1ato6do
momo,child,breakfast,indian,steamed,dessert,vegetarian,mild,everyday,high carb,indian,soft,1atlmf2
butter chicken,adult,dinner,indian,stir-fried,main course,non-vegetarian,medium,festive,high protein,indian,creamy,1atkwtg
kolkata chicken biryani,senior citizen,lunch,indian,steamed,main course,non-vegetarian,medium,festive,high carb,bengali,soft,1atkwnm
chicken omlette roll,adult,snacks,indian,grilled,appetizer,non-vegetarian,mild,everyday,high protein,indian,soft,1atjhql
chicken vegetable pulao,senior citizen,dinner,indian,steamed,main course,non-vegetarian,medium,festive,high carb,indian,soft,1atb1b0
jeera aloo,adult,snacks,indian,fried,appetizer,vegetarian,medium,everyday,high carb,indian,crunchy,1at33pd
dal pakwan,senior citizen,lunch,north indian,steamed,appetizer,vegetarian,medium,festive,high protein,panjabi,soft,1at32ro
onion samosa,senior citizen,snacks,indian,fried,appetizer,vegetarian,medium,everyday,high carb,indian,crispy,1at20i9
jhol and steamed momos,senior citizen,lunch,indian,steamed,appetizer,vegetarian,medium,festive,high protein,indian,soft,1at1mzy
egg curry,adult,dinner,indian,curried,main course,vegetarian,medium,everyday,high protein,indian,soft,1aszcni
broccoli tikki,adult,snacks,indian,grilled,appetizer,vegetarian,mild,everyday,high protein,indian,crispy,1asypwd
pohe,child,breakfast,indian,steamed,breakfast,vegetarian,mild,everyday,high carb,maharashtrian,soft,1asvm47
omelette,adult,breakfast,indian,fried,breakfast,vegetarian,mild,everyday,high protein,indian,soft,1asvhli
onion uttapam,adult,brunch,south indian,grilled,appetizer,vegetarian,mild,saturday brunch,high protein,tamil,soft,1asvdll
gulab jamun,adult,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1asssae
misal pav,adult,lunch,indian,stir-fried,starter,vegetarian,medium,everyday,high carb,maharashtrian,soft,1ash7b2
oats chilla,child,snacks,fusion,stir-fried,snack,vegetarian,mild,everyday,high fiber,indian,soft,1asdrej
grilled chicken tikka,adult,dinner,indian,grilled,main course,non-vegetarian,medium,everyday,high protein,indian,tender,1ascrpw
chicken curry,adult,dinner,indian,curried,main course,non-vegetarian,medium,everyday,high protein,indian,smooth,1asbzwz
steamed wheat cakes,adult,breakfast,indian,steamed,appetizer,vegetarian,mild,everyday,high fiber,india,soft,1as9s56
methi paratha,adult,breakfast,north indian,grilled,main course,vegetarian,medium,everyday,high carb,punjabi,soft,1as9d9w
dal,adult,lunch,fusion,grilled,appetizer,non-vegetarian,medium,everyday,high protein,indian,soft,1as8g3e
chole chaat,adult,snacks,north indian,stir-fried,appetizer,vegetarian,medium,festive,high protein,punjabi,crunchy,1as452m
kande pohe,adult,breakfast,indian,steamed,breakfast,vegetarian,mild,everyday,high carb,maharashtrian,soft,1arzgdz
gulab jamun,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1arypda
steamed bhar,adult,snacks,indian,steamed,appetizer,vegetarian,mild,everyday,high fiber,indian,soft,1arld4w
aloo gobi shingara,senior citizen,snacks,indian,baked,appetizer,vegetarian,medium,everyday,high carb,indian,crispy,1arjlty
steamed momos,adult,snacks,indo-western,steamed,snack,vegetarian,mild,everyday,high protein,indian,soft,1arhz58
egg kothu parotta,adult,lunch,south indian,stir-fried,appetizer,vegetarian,medium,everyday,high protein,tamil nadu,soft,1arf8d2
chicken parmesan,adult,dinner,fusion,baked,appetizer,non-vegetarian,mild,everyday,high carb,italian,crispy,1arcae0
paneer paratha,adult,dinner,north indian,grilled,main course,vegetarian,medium,everyday,high protein,punjabi,soft,1arbveo
saraswati puja ka bhog,senior citizen,dinner,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1ar90y7
gulab jamun,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1ar85un
chai,senior citizen,breakfast,indian,boiled,beverage,vegetarian,mild,everyday,low fat,indian,liquid,1ar7qhm
grilled chicken tikka masala,adult,dinner,indian,grilled,main course,non-vegetarian,medium,everyday,high protein,indian,soft,1aqxscj
chilli gobi,adult,dinner,indian,stir-fried,appetizer,vegetarian,medium,everyday,high protein,punjabi,crispy,1aqxe78
roasted masala potatoes,senior citizen,dinner,indian,roasted,side dish,vegetarian,medium,everyday,high carb,indian,crispy,1aqsm2x
cake,senior citizen,dessert,western,baked,dessert,vegetarian,mild,everyday,high carb,western,soft,1aqrnjc
meethe chawal,senior citizen,dinner,indian,steamed,main course,vegetarian,mild,festive,high carb,indian,soft,1aqqdfx
garhwali thali,adult,lunch,north indian,steamed,thali,vegetarian,medium,everyday,high protein,garhwali,soft,1aqny7r
goat soup,adult,dinner,indian,slow-cooked,soup,non-vegetarian,medium,everyday,high protein,indian,smooth,1aqnajp
cheese chicken boti kebab,adult,dinner,indo-western,grilled,main course,non-vegetarian,medium,festive,high protein,indian,tender,1aqmtcx
whole masala seabass,adult,dinner,indian,fried,main course,non-vegetarian,medium,everyday,high protein,indian,soft,1aqkhv5
khichuri,senior citizen,lunch,indian,stir-fried,main course,vegetarian,medium,festive,high carb,indian,soft,1aqjrgl
palak mushroom ki sabzi,adult,dinner,north indian,stir-fried,side dish,vegetarian,medium,everyday,high protein,punjabi,soft,1aqj0we
luchi,senior citizen,breakfast,indian,steamed,dessert,vegetarian,mild,festive,high carb,bengali,soft,1aqiqy5
oats chilla,senior citizen,breakfast,indian,steamed,breakfast,vegetarian,mild,everyday,high protein,other,soft,1aqihff
meethi thepla,adult,breakfast,north indian,grilled,appetizer,vegetarian,mild,everyday,high carb,punjabi,soft,1aqie5o
poha,senior citizen,breakfast,indian,steamed,breakfast,vegetarian,mild,everyday,high carb,indian,soft,1aqgdla
noodles,child,snacks,fusion,steamed,appetizer,vegetarian,mild,everyday,high carb,fusion,soft,1aqez2s
gajar ka halwa,senior citizen,dinner,north indian,stir-fried,dessert,vegetarian,mild,festive,high carb,punjabi,soft,1aqeih8
gulab jamun,senior citizen,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1aqcyb9
vegetable masala,adult,dinner,indian,stir-fried,main course,vegetarian,medium,everyday,high carb,indian,soft,1aq1xhf
gajar ka halwa,senior citizen,dinner,indian,stir-fried,dessert,vegetarian,mild,everyday,high carb,north indian,soft,1apzoqg
la pinoz pizza,adult,dinner,indo-western,baked,pizza,non-vegetarian,mild,everyday,high carb,indo-western,soft,1apv7bc
makhana chaat,adult,snacks,indian,stir-fried,snack,vegetarian,mild,everyday,high protein,maharashtrian,crispy,1aptnwz
tomato rice,adult,dinner,south indian,steamed,main course,vegetarian,mild,everyday,high carb,tamil,soft,1aptadl
sukoon on a plate,adult,dessert,indian,baked,dessert,vegetarian,mild,everyday,high carb,indian,soft,1apqcp0
rajma-chawal,adult,dinner,north indian,steamed,main course,vegetarian,medium,everyday,high carb,punjabi,soft,1applfi
perfect pure punjabi parantha,adult,dinner,north indian,grilled,main course,vegetarian,medium,everyday,high carb,punjabi,soft,1apo4ia
fusion noodles,adult,lunch,fusion,stir-fried,main course,vegetarian,medium,everyday,high protein,fusion,soft,1apmyj7
sabudana cutlet,adult,snacks,indian,stir-fried,appetizer,vegetarian,medium,everyday,high protein,maharashtrian,crunchy,1apmrq9
whole wheat pav,adult,breakfast,indian,baked,appetizer,vegetarian,mild,everyday,high carb,indian,soft,1ape7w3
khichdi,senior citizen,dinner,indian,steamed,main course,vegetarian,mild,everyday,high carb,indian,soft,1ap1fiv
basket chaat,adult,snacks,indian,stir-fried,snack,vegetarian,mild,everyday,high fiber,maharashtrian,crispy,1ap0rtp
Stuffed chilli bhajji,adult,snacks,indian,stir-fried,appetizer,vegetarian,medium,everyday,high protein,indian,crunchy,1ap0fdp
andhra chicken curry,adult,dinner,indian,curried,main course,non-vegetarian,spicy,festive,high protein,andhra,thick,1ap0d8a
gajar ka halwa,senior citizen,dinner,north indian,stir-fried,dessert,vegetarian,medium,festive,high carb,punjabi,smooth,1aox68g
Besan radish ki sabzi,senior citizen,lunch,north indian,stir-fried,side dish,vegetarian,medium,everyday,high fiber,punjabi,soft,1aow5pg
Beet root cutlet,adult,lunch,indian,steamed,appetizer,vegetarian,mild,everyday,high fiber,indian,soft,1aov22b
pizza,adult,dinner,western,baked,pizza,vegetarian,mild,everyday,high carb,italian,chewy,1aot28q
Fish pakora,adult,snacks,indian,fried,appetizer,non-vegetarian,medium,festive,high protein,indian,crispy,1aol5xn
gobi,adult,lunch,indian,steamed,main course,vegetarian,medium,everyday,high carb,indian,soft,1aoks7s
Gobi Manchurian,adult,lunch,indian,stir-fried,main course,vegetarian,mild,everyday,high protein,north indian,soft,1ao8tej
Luchi,adult,lunch,East Indian,steamed,main course,vegetarian,medium,festive,high protein,Bengali,soft,1ao5ryn
Steamed Broccoli,adult,dinner,Indian,steamed,main course,vegetarian,mild,everyday,high protein/high fiber,Indian,crispy,1ao58qz
Assamese style pork dry fry,adult,lunch,East Indian,stir-fried,main course,non-vegetarian,medium,everyday,high protein/high carb,Assamese,crispy,1ao2uu4
Dosa,adult,breakfast,South Indian,steamed,appetizer,vegetarian,mild,everyday,high carb,Tamil,soft,1ao2nuv
Punjabi Kebab,adult,dinner,North Indian,grilled,main course,non-vegetarian,medium,festive,high protein,Punjabi,tender,1ao2ank
Chicken Stew,adult,dinner,Western,stewed,main course,non-vegetarian,mild,everyday,high protein,Western,soft,1anylwj
Paneer Tikka Biryani,adult,dinner,Indian,baked,main course,vegetarian,medium,everyday,high protein,Indian,soft,1anlnmf
Idli and Sambhar,senior citizen,dinner,South Indian,steamed,main course,vegetarian,mild,everyday,high carb,Tamil,soft,1ank9ju
Ragi chilla,senior citizen,breakfast,South Indian,steamed,breakfast,vegetarian,mild,everyday,high protein/high fiber,Tamil,soft,1aniz8b
sattu paratha,adult,breakfast,north indian,grilled,main course,vegetarian,mild,everyday,high protein,punjabi,soft,1aniyx5
spicy green chilli chicken,adult,lunch,indian,grilled,appetizer,non-vegetarian,spicy,festive,high protein,indian,crispy,1angibk
dal bukhara style dal makhni,adult,dinner,north indian,stir-fried,main course,vegetarian,medium,everyday,high protein,punjabi,smooth,1an6q45
palak paneer,senior citizen,dinner,north indian,steamed,appetizer,vegetarian,medium,festive,high protein,punjabi,soft,1an6ntq
masaledar fry fish,senior citizen,dinner,fusion,fried,appetizer,non-vegetarian,medium,everyday,high protein,fusion,crispy,1amwge7
gulab jamun,adult,dessert,indian,baked,dessert,vegetarian,mild,festive,high carb,indian,soft,1amtr5t
basil lemon chicken,adult,dinner,fusion,grilled,main course,non-vegetarian,medium,everyday,high protein,fusion,tender,1amsdw9
jeera aloo,senior citizen,dinner,indian,grilled,appetizer,vegetarian,medium,everyday,high protein,indian,crispy,1amqvmo
koldil chicken,adult,dinner,north indian,grilled,main course,non-vegetarian,medium,festive,high protein,punjabi,tender,1amqcqk
ras malai,adult,dessert,indian,steamed,dessert,vegetarian,mild,everyday,high carb,indian,creamy,1amn1iz
butter chicken,adult,dinner,north indian,grilled,main course,non-vegetarian,medium,festive,high protein,punjabi,creamy,1ammy9s
chilli cheese potato,adult,snacks,indian,grilled,appetizer,vegetarian,medium,everyday,high carb,indian,crispy,1aml13i
khichdi,senior citizen,dinner,indian,steamed,main course,vegetarian,medium,everyday,high carb,indian,soft,1amjqdt
broccoli,senior citizen,lunch,indian,steamed,appetizer,vegetarian,mild,everyday,high fiber,indian,crispy,1amjiqr
doaba style mix veg pulao with aloo palak paneer,adult,dinner,north indian,steamed,main course,vegetarian,medium,everyday,high carb,doaba,soft,1amh155
dosa,senior citizen,breakfast,south indian,steamed,appetizer,vegetarian,mild,everyday,high carb,tamil,thin,1amh155
grilled paneer tikka,adult,dinner,indo-western,grilled,appetizer,vegetarian,mild,everyday,high protein,doaba,soft,1amcht7
bhelpuri,senior citizen,snacks,indian,stir-fried,snack,vegetarian,medium,street food,high carb,mumbai,crunchy,1am2p7f
bisi bele bath,adult,dinner,south indian,steamed,main course,vegetarian,medium,everyday,high protein,karnataka,soft,1alxpe0
hot and sour chicken soup,senior citizen,lunch,fusion,boiled,soup,non-vegetarian,mild,everyday,high protein,chinese,liquid,1alvg7q
kadhi,adult,snacks,indian,fried,appetizer,vegetarian,medium,everyday,high protein,gujarati,crispy,1alr8wq
besan chilla,senior citizen,breakfast,indian,steamed,appetizer,vegetarian,mild,everyday,high protein,indian,soft,1alr45j
tibetan tingmo bread,senior citizen,lunch,indo-western,baked,appetizer,non-vegetarian,mild,everyday,high carb,tibetan,soft,1alq4a1
jalebi,senior citizen,breakfast,north indian,steamed,dessert,vegetarian,mild,festive,high carb,punjabi,soft,1alprx2
chicken tikka masala,adult,dinner,indian,grilled,main course,non-vegetarian,spicy,everyday,high protein,indian,tender,1alcqxk
momos,senior citizen,dinner,north indian,steamed,appetizer,vegetarian,medium,festive,high protein,nepal,soft,1al78bi
chicken biryani,adult,dinner,indian,steamed,main course,non-vegetarian,medium,festive,high carb,indian,soft,1al5od4
khichdi,senior citizen,dinner,indian,steamed,main course,vegetarian,mild,everyday,high carb,indian,soft,1al4pty
pav-bhaji,adult,dinner,indian,stir-fried,main course,vegetarian,medium,everyday,high carb,maharashtrian,soft,1al44ip
gobi 65,adult,snacks,fusion,stir-fried,appetizer,vegetarian,medium,festive,high protein,indian,crispy,1al2dgg
aloo parantha,senior citizen,lunch,north,grilled,main,vegetarian,mild,everyday,high,punjabi,soft,1al16lk
